	UTC Date	WP	Altitude	True Track	Magnetic Track	Wind Angle	Wind Speed	HeadWind Indic	CrossWind Indic	TailWindComp	CrossWindComp_ABS	True Heading	Magnetic Heading	WCA	EAS	TAS	GS	GcDistToNextWp	GcDistToDestinationThroughWP	Navi_TimeToNextWP	Flight Time	Latitude	Longitude
0			(ft)	(°)	(°)	(°)	(kt)	()	()	(kt)	(kt)	(°)	(°)	(°)	(kt)	(kt)	(kt)	(NM)	(NM)	()	()	(°)	(°)
201	2019-06-23 09:20:00.000		21399.0	311.0	308.0	13.0	21.0	0	0	-10.0	19.0	334.0	331.0	23.0	35.0	48.0	35.0	128.2	522.7	3:07:26	3:20:00	49.63623	9.57614
202	2019-06-23 09:21:00.000		21478.0	311.0	308.0	13.0	21.0	0	0	-10.0	19.0	334.0	331.0	23.0	35.0	49.0	35.0	127.6	522.2	3:06:26	3:21:00	49.64248	9.56491
203	2019-06-23 09:22:00.000		21555.0	311.0	308.0	12.0	21.0	0	0	-10.0	19.0	334.0	331.0	23.0	35.0	49.0	35.0	127.1	521.6	3:05:26	3:22:00	49.64873	9.55367
204	2019-06-23 09:23:00.000		21633.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	334.0	331.0	23.0	35.0	49.0	35.0	126.5	521.0	3:04:26	3:23:00	49.65498	9.54241
205	2019-06-23 09:24:00.000		21710.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	334.0	331.0	23.0	35.0	49.0	35.0	125.9	520.4	3:03:26	3:24:00	49.66124	9.53113
206	2019-06-23 09:25:00.000		21787.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	334.0	331.0	23.0	35.0	49.0	35.0	125.3	519.9	3:02:26	3:25:00	49.66751	9.51984
207	2019-06-23 09:26:00.000		21864.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	334.0	331.0	23.0	35.0	49.0	35.0	124.8	519.3	3:01:26	3:26:00	49.67378	9.50853
208	2019-06-23 09:27:00.000		21940.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	334.0	331.0	23.0	35.0	49.0	35.0	124.2	518.7	3:00:26	3:27:00	49.68006	9.49721
209	2019-06-23 09:28:00.000		22016.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	334.0	331.0	23.0	35.0	49.0	35.0	123.6	518.1	2:59:26	3:28:00	49.68635	9.48586
210	2019-06-23 09:29:00.000		22092.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	334.0	331.0	23.0	35.0	49.0	35.0	123.0	517.5	2:58:26	3:29:00	49.69264	9.47451
211	2019-06-23 09:30:00.000		22167.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	334.0	331.0	23.0	35.0	49.0	35.0	122.4	517.0	2:57:26	3:30:00	49.69894	9.46313
212	2019-06-23 09:31:00.000		22242.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	49.0	35.0	121.9	516.4	2:56:26	3:31:00	49.70525	9.45174
213	2019-06-23 09:32:00.000		22317.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	49.0	35.0	121.3	515.8	2:55:26	3:32:00	49.71157	9.44032
214	2019-06-23 09:33:00.000		22392.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	49.0	35.0	120.7	515.2	2:54:26	3:33:00	49.71789	9.42889
215	2019-06-23 09:34:00.000		22466.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	49.0	35.0	120.1	514.6	2:53:26	3:34:00	49.72422	9.41744
216	2019-06-23 09:35:00.000		22540.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	49.0	35.0	119.5	514.0	2:52:26	3:35:00	49.73056	9.40597
217	2019-06-23 09:36:00.000		22614.0	311.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	49.0	35.0	118.9	513.4	2:51:26	3:36:00	49.7369	9.39448
218	2019-06-23 09:37:00.000		22687.0	310.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	35.0	118.3	512.9	2:50:26	3:37:00	49.74326	9.38298
219	2019-06-23 09:38:00.000		22760.0	310.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	35.0	117.8	512.3	2:49:26	3:38:00	49.74962	9.37145
220	2019-06-23 09:39:00.000		22833.0	310.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	35.0	117.2	511.7	2:48:26	3:39:00	49.75599	9.3599
221	2019-06-23 09:40:00.000		22905.0	310.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	35.0	116.6	511.1	2:47:26	3:40:00	49.76237	9.34833
222	2019-06-23 09:41:00.000		22978.0	310.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	36.0	116.0	510.5	2:46:26	3:41:00	49.76875	9.33674
223	2019-06-23 09:42:00.000		23050.0	310.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	36.0	115.4	509.9	2:45:26	3:42:00	49.77515	9.32513
224	2019-06-23 09:43:00.000		23121.0	310.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	36.0	114.8	509.3	2:44:26	3:43:00	49.78156	9.31349
225	2019-06-23 09:44:00.000		23193.0	310.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	36.0	114.2	508.7	2:43:26	3:44:00	49.78798	9.30183
226	2019-06-23 09:45:00.000		23264.0	310.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	36.0	113.6	508.1	2:42:26	3:45:00	49.79441	9.29014
227	2019-06-23 09:46:00.000		23335.0	310.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	36.0	113.0	507.5	2:41:26	3:46:00	49.80085	9.27843
228	2019-06-23 09:47:00.000		23405.0	310.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	36.0	112.4	506.9	2:40:26	3:47:00	49.8073	9.26669
229	2019-06-23 09:48:00.000		23475.0	310.0	308.0	12.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	36.0	111.8	506.3	2:39:26	3:48:00	49.81377	9.25492
230	2019-06-23 09:49:00.000		23545.0	310.0	308.0	13.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	36.0	111.2	505.7	2:38:26	3:49:00	49.82024	9.24313
231	2019-06-23 09:50:00.000		23615.0	310.0	308.0	13.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	36.0	110.6	505.1	2:37:26	3:50:00	49.82673	9.23131
232	2019-06-23 09:51:00.000		23684.0	310.0	308.0	13.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	36.0	110.0	504.5	2:36:26	3:51:00	49.83323	9.21947
233	2019-06-23 09:52:00.000		23754.0	310.0	308.0	13.0	22.0	0	0	-10.0	19.0	333.0	331.0	23.0	35.0	50.0	36.0	109.4	503.9	2:35:26	3:52:00	49.83974	9.20759
234	2019-06-23 09:53:00.000		23822.0	310.0	308.0	13.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	50.0	36.0	108.8	503.3	2:34:26	3:53:00	49.84626	9.19569
235	2019-06-23 09:54:00.000		23891.0	310.0	308.0	13.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	36.0	108.2	502.7	2:33:26	3:54:00	49.8528	9.18377
236	2019-06-23 09:55:00.000		23959.0	310.0	308.0	13.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	107.6	502.1	2:32:26	3:55:00	49.85935	9.17181
237	2019-06-23 09:56:00.000		24027.0	310.0	308.0	13.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	107.0	501.5	2:31:26	3:56:00	49.86591	9.15983
238	2019-06-23 09:57:00.000		24095.0	310.0	308.0	13.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	106.4	500.9	2:30:26	3:57:00	49.87248	9.14781
239	2019-06-23 09:58:00.000		24163.0	310.0	308.0	13.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	105.8	500.3	2:29:26	3:58:00	49.87906	9.13577
240	2019-06-23 09:59:00.000		24230.0	310.0	308.0	13.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	105.2	499.7	2:28:26	3:59:00	49.88566	9.12371
241	2019-06-23 10:00:00.000		24297.0	310.0	308.0	13.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	104.5	499.1	2:27:26	4:00:00	49.89227	9.11161
242	2019-06-23 10:01:00.000		24364.0	310.0	308.0	13.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	103.9	498.4	2:26:26	4:01:00	49.89889	9.09949
243	2019-06-23 10:02:00.000		24430.0	310.0	308.0	13.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	103.3	497.8	2:25:26	4:02:00	49.90552	9.08734
244	2019-06-23 10:03:00.000		24497.0	310.0	308.0	14.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	102.7	497.2	2:24:26	4:03:00	49.91217	9.07516
245	2019-06-23 10:04:00.000		24563.0	310.0	308.0	14.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	102.1	496.6	2:23:26	4:04:00	49.91882	9.06296
246	2019-06-23 10:05:00.000		24628.0	310.0	308.0	14.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	101.5	496.0	2:22:26	4:05:00	49.92549	9.05073
247	2019-06-23 10:06:00.000		24694.0	310.0	308.0	14.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	100.8	495.4	2:21:26	4:06:00	49.93216	9.03848
248	2019-06-23 10:07:00.000		24759.0	310.0	308.0	14.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	100.2	494.7	2:20:26	4:07:00	49.93885	9.02621
249	2019-06-23 10:08:00.000		24824.0	310.0	308.0	14.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	99.6	494.1	2:19:26	4:08:00	49.94554	9.01391
250	2019-06-23 10:09:00.000		24888.0	310.0	308.0	14.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	37.0	99.0	493.5	2:18:26	4:09:00	49.95225	9.00159
251	2019-06-23 10:10:00.000		24953.0	310.0	308.0	14.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	38.0	98.4	492.9	2:17:26	4:10:00	49.95896	8.98925
252	2019-06-23 10:11:00.000		25017.0	310.0	308.0	14.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	51.0	38.0	97.7	492.2	2:16:26	4:11:00	49.96568	8.97687
253	2019-06-23 10:12:00.000		25081.0	310.0	308.0	15.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	52.0	38.0	97.1	491.6	2:15:26	4:12:00	49.97242	8.96447
254	2019-06-23 10:13:00.000		25145.0	310.0	308.0	15.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	52.0	38.0	96.5	491.0	2:14:26	4:13:00	49.97917	8.95204
255	2019-06-23 10:14:00.000		25208.0	310.0	308.0	15.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	52.0	38.0	95.8	490.4	2:13:26	4:14:00	49.98594	8.93958
256	2019-06-23 10:15:00.000		25271.0	310.0	308.0	15.0	22.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	52.0	38.0	95.2	489.7	2:12:26	4:15:00	49.99272	8.92708
257	2019-06-23 10:16:00.000		25334.0	310.0	308.0	15.0	23.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	52.0	38.0	94.6	489.1	2:11:26	4:16:00	49.99951	8.91456
258	2019-06-23 10:17:00.000		25397.0	310.0	308.0	15.0	23.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	52.0	38.0	93.9	488.5	2:10:26	4:17:00	50.00631	8.90201
259	2019-06-23 10:18:00.000		25459.0	310.0	308.0	15.0	23.0	0	0	-10.0	20.0	333.0	331.0	23.0	35.0	52.0	38.0	93.3	487.8	2:09:26	4:18:00	50.01313	8.88942
260	2019-06-23 10:19:00.000		25521.0	310.0	308.0	15.0	23.0	0	0	-9.0	20.0	333.0	331.0	23.0	35.0	52.0	38.0	92.7	487.2	2:08:26	4:19:00	50.01996	8.87681
261	2019-06-23 10:20:00.000		25583.0	310.0	308.0	15.0	23.0	0	0	-9.0	20.0	333.0	331.0	23.0	35.0	52.0	38.0	92.0	486.6	2:07:26	4:20:00	50.02681	8.86416
262	2019-06-23 10:21:00.000		25645.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	333.0	331.0	23.0	35.0	52.0	38.0	91.4	485.9	2:06:26	4:21:00	50.03366	8.85148
263	2019-06-23 10:22:00.000		25706.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	333.0	331.0	23.0	35.0	52.0	39.0	90.8	485.3	2:05:26	4:22:00	50.04054	8.83877
264	2019-06-23 10:23:00.000		25768.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	333.0	331.0	23.0	35.0	52.0	39.0	90.1	484.6	2:04:26	4:23:00	50.04742	8.82603
265	2019-06-23 10:24:00.000		25828.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	333.0	331.0	23.0	35.0	52.0	39.0	89.5	484.0	2:03:26	4:24:00	50.05432	8.81326
266	2019-06-23 10:25:00.000		25889.0	310.0	308.0	16.0	22.0	0	0	-9.0	20.0	333.0	331.0	23.0	35.0	52.0	39.0	88.8	483.3	2:02:26	4:25:00	50.06123	8.80046
267	2019-06-23 10:26:00.000		25950.0	310.0	308.0	16.0	22.0	0	0	-9.0	20.0	333.0	331.0	23.0	35.0	52.0	39.0	88.2	482.7	2:01:26	4:26:00	50.06816	8.78763
268	2019-06-23 10:27:00.000		26010.0	310.0	308.0	16.0	22.0	0	0	-9.0	20.0	333.0	331.0	23.0	35.0	52.0	39.0	87.5	482.1	2:00:26	4:27:00	50.0751	8.77476
269	2019-06-23 10:28:00.000		26070.0	310.0	308.0	16.0	22.0	0	0	-9.0	20.0	333.0	331.0	23.0	35.0	52.0	39.0	86.9	481.4	1:59:26	4:28:00	50.08205	8.76187
270	2019-06-23 10:29:00.000		26130.0	310.0	308.0	16.0	22.0	0	0	-9.0	20.0	333.0	331.0	23.0	35.0	52.0	39.0	86.2	480.8	1:58:26	4:29:00	50.08901	8.74895
271	2019-06-23 10:30:00.000		26189.0	310.0	308.0	16.0	22.0	0	0	-9.0	20.0	333.0	330.0	23.0	35.0	53.0	39.0	85.6	480.1	1:57:26	4:30:00	50.09599	8.73599
272	2019-06-23 10:31:00.000		26249.0	310.0	308.0	16.0	22.0	0	0	-9.0	20.0	333.0	330.0	23.0	35.0	53.0	39.0	84.9	479.5	1:56:26	4:31:00	50.10298	8.72301
273	2019-06-23 10:32:00.000		26308.0	310.0	308.0	16.0	22.0	0	0	-9.0	20.0	333.0	330.0	23.0	35.0	53.0	39.0	84.3	478.8	1:55:26	4:32:00	50.10998	8.70999
274	2019-06-23 10:33:00.000		26366.0	310.0	308.0	16.0	22.0	0	0	-9.0	20.0	333.0	330.0	23.0	35.0	53.0	39.0	83.6	478.1	1:54:26	4:33:00	50.117	8.69694
275	2019-06-23 10:34:00.000		26425.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	332.0	330.0	23.0	35.0	53.0	40.0	83.0	477.5	1:53:26	4:34:00	50.12403	8.68386
276	2019-06-23 10:35:00.000		26483.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	332.0	330.0	22.0	35.0	53.0	40.0	82.3	476.8	1:52:26	4:35:00	50.13107	8.67074
277	2019-06-23 10:36:00.000		26541.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	332.0	330.0	22.0	35.0	53.0	40.0	81.6	476.2	1:51:26	4:36:00	50.13813	8.65759
278	2019-06-23 10:37:00.000		26599.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	332.0	330.0	22.0	35.0	53.0	40.0	81.0	475.5	1:50:26	4:37:00	50.14521	8.64441
279	2019-06-23 10:38:00.000		26657.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	332.0	330.0	22.0	35.0	53.0	40.0	80.3	474.8	1:49:26	4:38:00	50.1523	8.6312
280	2019-06-23 10:39:00.000		26715.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	332.0	330.0	22.0	35.0	53.0	40.0	79.7	474.2	1:48:26	4:39:00	50.1594	8.61795
281	2019-06-23 10:40:00.000		26772.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	332.0	330.0	22.0	35.0	53.0	40.0	79.0	473.5	1:47:26	4:40:00	50.16652	8.60467
282	2019-06-23 10:41:00.000		26829.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	332.0	329.0	22.0	35.0	53.0	40.0	78.3	472.8	1:46:26	4:41:00	50.17365	8.59136
283	2019-06-23 10:42:00.000		26886.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	332.0	329.0	22.0	35.0	53.0	40.0	77.7	472.2	1:45:26	4:42:00	50.18079	8.57801
284	2019-06-23 10:43:00.000		26942.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	332.0	329.0	22.0	35.0	53.0	40.0	77.0	471.5	1:44:26	4:43:00	50.18795	8.56463
285	2019-06-23 10:44:00.000		26998.0	310.0	308.0	15.0	22.0	0	0	-9.0	20.0	331.0	329.0	22.0	35.0	53.0	40.0	76.3	470.8	1:43:26	4:44:00	50.19512	8.55122
286	2019-06-23 10:45:00.000		27055.0	310.0	308.0	15.0	22.0	0	0	-9.0	19.0	331.0	329.0	21.0	35.0	53.0	40.0	75.6	470.2	1:42:26	4:45:00	50.20231	8.53777
287	2019-06-23 10:46:00.000		27110.0	310.0	308.0	15.0	21.0	0	0	-9.0	19.0	331.0	329.0	21.0	35.0	53.0	41.0	75.0	469.5	1:41:26	4:46:00	50.20951	8.52429
288	2019-06-23 10:47:00.000		27166.0	310.0	308.0	14.0	21.0	0	0	-9.0	19.0	331.0	329.0	21.0	35.0	53.0	41.0	74.3	468.8	1:40:26	4:47:00	50.21672	8.51078
289	2019-06-23 10:48:00.000		27222.0	310.0	308.0	14.0	21.0	0	0	-9.0	19.0	331.0	329.0	21.0	35.0	53.0	41.0	73.6	468.1	1:39:26	4:48:00	50.22395	8.49724
290	2019-06-23 10:49:00.000		27277.0	310.0	308.0	14.0	21.0	0	0	-9.0	19.0	331.0	328.0	21.0	35.0	54.0	41.0	72.9	467.5	1:38:26	4:49:00	50.23119	8.48366
291	2019-06-23 10:50:00.000		27332.0	310.0	308.0	14.0	21.0	0	0	-9.0	19.0	331.0	328.0	21.0	35.0	54.0	41.0	72.3	466.8	1:37:26	4:50:00	50.23845	8.47005
292	2019-06-23 10:51:00.000		27387.0	310.0	308.0	14.0	21.0	0	0	-9.0	19.0	330.0	328.0	21.0	35.0	54.0	41.0	71.6	466.1	1:36:26	4:51:00	50.24571	8.45642
293	2019-06-23 10:52:00.000		27441.0	310.0	307.0	14.0	21.0	0	0	-9.0	19.0	330.0	328.0	21.0	35.0	54.0	41.0	70.9	465.4	1:35:26	4:52:00	50.25299	8.44275
294	2019-06-23 10:53:00.000		27496.0	310.0	307.0	13.0	21.0	0	0	-9.0	19.0	330.0	328.0	20.0	35.0	54.0	41.0	70.2	464.7	1:34:26	4:53:00	50.26028	8.42905
295	2019-06-23 10:54:00.000		27550.0	310.0	307.0	13.0	21.0	0	0	-9.0	19.0	330.0	328.0	20.0	35.0	54.0	41.0	69.5	464.0	1:33:26	4:54:00	50.26758	8.41533
296	2019-06-23 10:55:00.000		27604.0	310.0	307.0	13.0	21.0	0	0	-9.0	18.0	330.0	328.0	20.0	35.0	54.0	41.0	68.8	463.4	1:32:26	4:55:00	50.2749	8.40157
297	2019-06-23 10:56:00.000		27657.0	310.0	307.0	13.0	21.0	0	0	-9.0	18.0	330.0	327.0	20.0	35.0	54.0	41.0	68.2	462.7	1:31:26	4:56:00	50.28222	8.38779
298	2019-06-23 10:57:00.000		27711.0	310.0	307.0	13.0	20.0	0	0	-9.0	18.0	329.0	327.0	20.0	35.0	54.0	41.0	67.5	462.0	1:30:26	4:57:00	50.28955	8.37398
299	2019-06-23 10:58:00.000		27764.0	310.0	307.0	12.0	20.0	0	0	-9.0	18.0	329.0	327.0	20.0	35.0	54.0	41.0	66.8	461.3	1:29:26	4:58:00	50.2969	8.36014
300	2019-06-23 10:59:00.000		27817.0	310.0	307.0	12.0	20.0	0	0	-9.0	18.0	329.0	327.0	19.0	35.0	54.0	42.0	66.1	460.6	1:28:26	4:59:00	50.30426	8.34627
301	2019-06-23 11:00:00.000		27870.0	310.0	307.0	12.0	20.0	0	0	-9.0	18.0	329.0	327.0	19.0	35.0	54.0	42.0	65.4	459.9	1:27:26	5:00:00	50.31163	8.33237
302	2019-06-23 11:01:00.000		27923.0	310.0	307.0	12.0	20.0	0	0	-9.0	18.0	329.0	326.0	19.0	35.0	54.0	42.0	64.7	459.2	1:26:26	5:01:00	50.31902	8.31843
303	2019-06-23 11:02:00.000		27975.0	310.0	307.0	11.0	20.0	0	0	-9.0	17.0	329.0	326.0	19.0	35.0	54.0	42.0	64.0	458.5	1:25:26	5:02:00	50.32642	8.30446
304	2019-06-23 11:03:00.000		28028.0	310.0	307.0	11.0	20.0	0	0	-9.0	17.0	328.0	326.0	19.0	35.0	54.0	42.0	63.3	457.8	1:24:26	5:03:00	50.33383	8.29047
305	2019-06-23 11:04:00.000		28080.0	310.0	307.0	11.0	20.0	0	0	-9.0	17.0	328.0	326.0	18.0	35.0	54.0	42.0	62.6	457.1	1:23:26	5:04:00	50.34125	8.27644
306	2019-06-23 11:05:00.000		28131.0	310.0	307.0	10.0	20.0	0	0	-10.0	17.0	328.0	326.0	18.0	35.0	54.0	42.0	61.9	456.4	1:22:26	5:05:00	50.34869	8.26237
307	2019-06-23 11:06:00.000		28183.0	310.0	307.0	10.0	19.0	0	0	-10.0	17.0	328.0	325.0	18.0	35.0	54.0	42.0	61.2	455.7	1:21:26	5:06:00	50.35614	8.24828
308	2019-06-23 11:07:00.000		28235.0	310.0	307.0	10.0	19.0	0	0	-10.0	17.0	327.0	325.0	18.0	35.0	54.0	42.0	60.5	455.0	1:20:26	5:07:00	50.3636	8.23416
309	2019-06-23 11:08:00.000		28286.0	310.0	307.0	9.0	19.0	0	0	-10.0	17.0	327.0	325.0	18.0	35.0	54.0	42.0	59.8	454.3	1:19:26	5:08:00	50.37107	8.22
310	2019-06-23 11:09:00.000		28337.0	310.0	307.0	9.0	19.0	0	0	-10.0	16.0	327.0	325.0	17.0	35.0	55.0	42.0	59.1	453.6	1:18:26	5:09:00	50.37856	8.20581
311	2019-06-23 11:10:00.000		28388.0	310.0	307.0	9.0	19.0	0	0	-10.0	16.0	327.0	325.0	17.0	35.0	55.0	42.0	58.4	452.9	1:17:26	5:10:00	50.38606	8.1916
312	2019-06-23 11:11:00.000		28438.0	310.0	307.0	8.0	19.0	0	0	-10.0	16.0	327.0	324.0	17.0	35.0	55.0	43.0	57.7	452.2	1:16:26	5:11:00	50.39357	8.17735
313	2019-06-23 11:12:00.000		28489.0	310.0	307.0	8.0	19.0	0	0	-10.0	16.0	326.0	324.0	17.0	35.0	55.0	43.0	57.0	451.5	1:15:26	5:12:00	50.40109	8.16306
314	2019-06-23 11:13:00.000		28539.0	310.0	307.0	8.0	18.0	0	0	-10.0	16.0	326.0	324.0	17.0	35.0	55.0	43.0	56.3	450.8	1:14:26	5:13:00	50.40863	8.14875
315	2019-06-23 11:14:00.000		28589.0	310.0	307.0	7.0	18.0	0	0	-10.0	15.0	326.0	324.0	16.0	35.0	55.0	43.0	55.6	450.1	1:13:26	5:14:00	50.41618	8.13441
316	2019-06-23 11:15:00.000		28639.0	310.0	307.0	7.0	18.0	0	0	-10.0	15.0	326.0	323.0	16.0	35.0	55.0	43.0	54.8	449.4	1:12:26	5:15:00	50.42374	8.12003
317	2019-06-23 11:16:00.000		28689.0	310.0	307.0	6.0	18.0	0	0	-10.0	15.0	325.0	323.0	16.0	35.0	55.0	43.0	54.1	448.6	1:11:26	5:16:00	50.43131	8.10563
318	2019-06-23 11:17:00.000		28738.0	310.0	307.0	6.0	18.0	0	0	-10.0	15.0	325.0	323.0	16.0	35.0	55.0	43.0	53.4	447.9	1:10:26	5:17:00	50.43889	8.09119
319	2019-06-23 11:18:00.000		28787.0	309.0	307.0	6.0	18.0	0	0	-10.0	15.0	325.0	323.0	15.0	35.0	55.0	43.0	52.7	447.2	1:09:26	5:18:00	50.44649	8.07672
320	2019-06-23 11:19:00.000		28836.0	309.0	307.0	5.0	18.0	0	0	-10.0	14.0	325.0	323.0	15.0	35.0	55.0	43.0	52.0	446.5	1:08:26	5:19:00	50.4541	8.06223
321	2019-06-23 11:20:00.000		28885.0	309.0	307.0	5.0	17.0	0	0	-10.0	14.0	324.0	322.0	15.0	35.0	55.0	43.0	51.3	445.8	1:07:26	5:20:00	50.46172	8.0477
322	2019-06-23 11:21:00.000		28934.0	309.0	307.0	4.0	17.0	0	0	-10.0	14.0	324.0	322.0	15.0	35.0	55.0	43.0	50.5	445.1	1:06:26	5:21:00	50.46935	8.03314
323	2019-06-23 11:22:00.000		28982.0	309.0	307.0	4.0	17.0	0	0	-10.0	14.0	324.0	322.0	15.0	35.0	55.0	43.0	49.8	444.3	1:05:26	5:22:00	50.47699	8.01856
324	2019-06-23 11:23:00.000		29031.0	309.0	307.0	3.0	17.0	0	0	-10.0	14.0	324.0	322.0	14.0	35.0	55.0	43.0	49.1	443.6	1:04:26	5:23:00	50.48464	8.00394
325	2019-06-23 11:24:00.000		29079.0	309.0	307.0	3.0	17.0	0	0	-10.0	13.0	323.0	321.0	14.0	35.0	55.0	44.0	48.4	442.9	1:03:26	5:24:00	50.49231	7.98929
326	2019-06-23 11:25:00.000		29127.0	309.0	307.0	2.0	17.0	0	0	-10.0	13.0	323.0	321.0	14.0	35.0	55.0	44.0	47.6	442.2	1:02:26	5:25:00	50.49998	7.97462
327	2019-06-23 11:26:00.000		29174.0	309.0	307.0	2.0	16.0	0	0	-10.0	13.0	323.0	321.0	14.0	35.0	55.0	44.0	46.9	441.4	1:01:26	5:26:00	50.50767	7.95991
328	2019-06-23 11:27:00.000		29222.0	309.0	307.0	1.0	16.0	0	0	-10.0	13.0	323.0	321.0	13.0	35.0	55.0	44.0	46.2	440.7	1:00:26	5:27:00	50.51537	7.94517
329	2019-06-23 11:28:00.000		29269.0	309.0	307.0	1.0	16.0	0	0	-10.0	13.0	322.0	320.0	13.0	35.0	55.0	44.0	45.5	440.0	0:59:26	5:28:00	50.52308	7.9304
330	2019-06-23 11:29:00.000		29316.0	309.0	307.0	360.0	16.0	0	0	-10.0	12.0	322.0	320.0	13.0	35.0	55.0	44.0	44.7	439.2	0:58:26	5:29:00	50.5308	7.9156
