	UTC Date	WP	Altitude	True Track	Magnetic Track	Wind Angle	Wind Speed	HeadWind Indic	CrossWind Indic	TailWindComp	CrossWindComp_ABS	True Heading	Magnetic Heading	WCA	EAS	TAS	GS	GcDistToNextWp	GcDistToDestinationThroughWP	Navi_TimeToNextWP	Flight Time	Latitude	Longitude
0			(ft)	(°)	(°)	(°)	(kt)	()	()	(kt)	(kt)	(°)	(°)	(°)	(kt)	(kt)	(kt)	(NM)	(NM)	()	()	(°)	(°)
331	2019-06-23 11:30:00.000		29363.0	309.0	307.0	359.0	16.0	0	0	-10.0	12.0	322.0	320.0	13.0	35.0	55.0	44.0	44.0	438.5	0:57:26	5:30:00	50.53853	7.90078
332	2019-06-23 11:31:00.000		29410.0	309.0	307.0	359.0	16.0	0	0	-10.0	12.0	322.0	320.0	12.0	35.0	56.0	44.0	43.3	437.8	0:56:26	5:31:00	50.54628	7.88592
333	2019-06-23 11:32:00.000		29457.0	309.0	307.0	358.0	16.0	0	0	-10.0	12.0	321.0	319.0	12.0	35.0	56.0	44.0	42.5	437.0	0:55:26	5:32:00	50.55404	7.87102
334	2019-06-23 11:33:00.000		29503.0	309.0	307.0	358.0	15.0	0	0	-10.0	11.0	321.0	319.0	12.0	35.0	56.0	44.0	41.8	436.3	0:54:26	5:33:00	50.56181	7.85609
335	2019-06-23 11:34:00.000		29550.0	309.0	307.0	357.0	15.0	0	0	-10.0	11.0	321.0	319.0	12.0	35.0	56.0	44.0	41.1	435.6	0:53:26	5:34:00	50.56959	7.84113
336	2019-06-23 11:35:00.000		29596.0	309.0	307.0	357.0	15.0	0	0	-10.0	11.0	321.0	319.0	11.0	35.0	56.0	44.0	40.3	434.8	0:52:26	5:35:00	50.57739	7.82614
337	2019-06-23 11:36:00.000		29641.0	309.0	307.0	356.0	15.0	0	0	-10.0	11.0	321.0	318.0	11.0	35.0	56.0	44.0	39.6	434.1	0:51:26	5:36:00	50.5852	7.81112
338	2019-06-23 11:37:00.000		29687.0	309.0	307.0	355.0	15.0	0	0	-10.0	11.0	320.0	318.0	11.0	35.0	56.0	45.0	38.8	433.4	0:50:26	5:37:00	50.59302	7.79606
339	2019-06-23 11:38:00.000		29733.0	309.0	307.0	355.0	15.0	0	0	-10.0	10.0	320.0	318.0	11.0	35.0	56.0	45.0	38.1	432.6	0:49:26	5:38:00	50.60085	7.78097
340	2019-06-23 11:39:00.000		29778.0	309.0	307.0	354.0	14.0	0	0	-10.0	10.0	320.0	318.0	11.0	35.0	56.0	45.0	37.4	431.9	0:48:26	5:39:00	50.60869	7.76585
341	2019-06-23 11:40:00.000		29823.0	309.0	307.0	354.0	14.0	0	0	-10.0	10.0	320.0	317.0	10.0	35.0	56.0	45.0	36.6	431.1	0:47:26	5:40:00	50.61655	7.7507
342	2019-06-23 11:41:00.000		29868.0	309.0	307.0	353.0	14.0	0	0	-10.0	10.0	319.0	317.0	10.0	35.0	56.0	45.0	35.9	430.4	0:46:26	5:41:00	50.62442	7.73552
343	2019-06-23 11:42:00.000		29913.0	309.0	307.0	352.0	14.0	0	0	-10.0	10.0	319.0	317.0	10.0	35.0	56.0	45.0	35.1	429.6	0:45:26	5:42:00	50.63229	7.72031
344	2019-06-23 11:43:00.000		29958.0	309.0	307.0	352.0	14.0	0	0	-10.0	9.0	319.0	317.0	10.0	35.0	56.0	45.0	34.4	428.9	0:44:26	5:43:00	50.64018	7.70506
345	2019-06-23 11:44:00.000		30002.0	309.0	307.0	351.0	14.0	0	0	-10.0	9.0	319.0	316.0	9.0	35.0	56.0	45.0	33.6	428.1	0:43:26	5:44:00	50.64809	7.68979
346	2019-06-23 11:45:00.000		30046.0	309.0	307.0	350.0	14.0	0	0	-10.0	9.0	318.0	316.0	9.0	35.0	56.0	45.0	32.9	427.4	0:42:26	5:45:00	50.656	7.67448
347	2019-06-23 11:46:00.000		30090.0	309.0	307.0	350.0	13.0	0	0	-10.0	9.0	318.0	316.0	9.0	35.0	56.0	45.0	32.1	426.6	0:41:26	5:46:00	50.66393	7.65914
348	2019-06-23 11:47:00.000		30134.0	309.0	307.0	349.0	13.0	0	0	-10.0	8.0	318.0	316.0	9.0	35.0	56.0	45.0	31.4	425.9	0:40:26	5:47:00	50.67186	7.64376
349	2019-06-23 11:48:00.000		30178.0	309.0	307.0	348.0	13.0	0	0	-10.0	8.0	318.0	316.0	8.0	35.0	56.0	45.0	30.6	425.1	0:39:26	5:48:00	50.67981	7.62836
350	2019-06-23 11:49:00.000		30221.0	309.0	307.0	347.0	13.0	0	0	-10.0	8.0	317.0	315.0	8.0	35.0	56.0	46.0	29.8	424.4	0:38:26	5:49:00	50.68778	7.61292
351	2019-06-23 11:50:00.000		30264.0	309.0	307.0	347.0	13.0	0	0	-10.0	8.0	317.0	315.0	8.0	35.0	56.0	46.0	29.1	423.6	0:37:26	5:50:00	50.69575	7.59745
352	2019-06-23 11:51:00.000		30307.0	309.0	307.0	346.0	13.0	0	0	-10.0	8.0	317.0	315.0	8.0	35.0	56.0	46.0	28.3	422.8	0:36:26	5:51:00	50.70374	7.58195
353	2019-06-23 11:52:00.000		30349.0	309.0	307.0	345.0	13.0	0	0	-10.0	7.0	317.0	315.0	8.0	35.0	56.0	46.0	27.6	422.1	0:35:26	5:52:00	50.71173	7.56641
354	2019-06-23 11:53:00.000		30391.0	309.0	307.0	344.0	12.0	0	0	-10.0	7.0	316.0	314.0	7.0	35.0	57.0	46.0	26.8	421.3	0:34:26	5:53:00	50.71974	7.55084
355	2019-06-23 11:54:00.000		30433.0	309.0	307.0	344.0	12.0	0	0	-10.0	7.0	316.0	314.0	7.0	35.0	57.0	46.0	26.0	420.6	0:33:26	5:54:00	50.72777	7.53524
356	2019-06-23 11:55:00.000		30475.0	309.0	307.0	343.0	12.0	0	0	-10.0	7.0	316.0	314.0	7.0	35.0	57.0	46.0	25.3	419.8	0:32:26	5:55:00	50.7358	7.5196
357	2019-06-23 11:56:00.000		30517.0	309.0	307.0	342.0	12.0	0	0	-10.0	7.0	316.0	314.0	7.0	35.0	57.0	46.0	24.5	419.0	0:31:26	5:56:00	50.74385	7.50393
358	2019-06-23 11:57:00.000		30558.0	309.0	307.0	341.0	12.0	0	0	-10.0	6.0	315.0	313.0	6.0	35.0	57.0	46.0	23.7	418.3	0:30:26	5:57:00	50.7519	7.48823
359	2019-06-23 11:58:00.000		30599.0	309.0	307.0	340.0	12.0	0	0	-10.0	6.0	315.0	313.0	6.0	35.0	57.0	46.0	23.0	417.5	0:29:26	5:58:00	50.75997	7.4725
360	2019-06-23 11:59:00.000		30640.0	309.0	307.0	339.0	12.0	0	0	-10.0	6.0	315.0	313.0	6.0	35.0	57.0	46.0	22.2	416.7	0:28:26	5:59:00	50.76806	7.45673
361	2019-06-23 12:00:00.000		30680.0	309.0	307.0	338.0	12.0	0	0	-10.0	6.0	315.0	313.0	6.0	35.0	57.0	46.0	21.4	415.9	0:27:26	6:00:00	50.77615	7.44094
362	2019-06-23 12:01:00.000		30721.0	309.0	307.0	337.0	12.0	0	0	-10.0	5.0	315.0	313.0	6.0	35.0	57.0	46.0	20.7	415.2	0:26:26	6:01:00	50.78425	7.42511
363	2019-06-23 12:02:00.000		30761.0	309.0	307.0	336.0	11.0	0	0	-10.0	5.0	314.0	312.0	5.0	35.0	57.0	46.0	19.9	414.4	0:25:26	6:02:00	50.79236	7.40926
364	2019-06-23 12:03:00.000		30801.0	309.0	307.0	336.0	11.0	0	0	-10.0	5.0	314.0	312.0	5.0	35.0	57.0	47.0	19.1	413.6	0:24:26	6:03:00	50.80047	7.39339
365	2019-06-23 12:04:00.000		30840.0	309.0	307.0	335.0	11.0	0	0	-10.0	5.0	314.0	312.0	5.0	35.0	57.0	47.0	18.3	412.8	0:23:26	6:04:00	50.8086	7.3775
366	2019-06-23 12:05:00.000		30880.0	309.0	307.0	334.0	11.0	0	0	-10.0	5.0	314.0	312.0	5.0	35.0	57.0	47.0	17.6	412.1	0:22:26	6:05:00	50.81673	7.36158
367	2019-06-23 12:06:00.000		30919.0	309.0	307.0	333.0	11.0	0	0	-10.0	4.0	313.0	311.0	4.0	35.0	57.0	47.0	16.8	411.3	0:21:26	6:06:00	50.82486	7.34564
368	2019-06-23 12:07:00.000		30958.0	309.0	307.0	331.0	11.0	0	0	-10.0	4.0	313.0	311.0	4.0	35.0	57.0	47.0	16.0	410.5	0:20:26	6:07:00	50.833	7.32967
369	2019-06-23 12:08:00.000		30997.0	309.0	307.0	330.0	11.0	0	0	-10.0	4.0	313.0	311.0	4.0	35.0	57.0	47.0	15.2	409.7	0:19:26	6:08:00	50.84115	7.31369
370	2019-06-23 12:09:00.000		31035.0	309.0	307.0	329.0	11.0	0	0	-10.0	4.0	313.0	311.0	4.0	35.0	57.0	47.0	14.4	409.0	0:18:26	6:09:00	50.84931	7.29768
371	2019-06-23 12:10:00.000		31073.0	309.0	307.0	328.0	11.0	0	0	-10.0	4.0	312.0	311.0	4.0	35.0	57.0	47.0	13.7	408.2	0:17:26	6:10:00	50.85747	7.28166
372	2019-06-23 12:11:00.000		31111.0	309.0	307.0	327.0	11.0	0	0	-10.0	3.0	312.0	310.0	3.0	35.0	57.0	47.0	12.9	407.4	0:16:26	6:11:00	50.86563	7.26561
373	2019-06-23 12:12:00.000		31149.0	309.0	307.0	326.0	11.0	0	0	-10.0	3.0	312.0	310.0	3.0	35.0	57.0	47.0	12.1	406.6	0:15:26	6:12:00	50.8738	7.24954
374	2019-06-23 12:13:00.000		31187.0	309.0	307.0	325.0	11.0	0	0	-10.0	3.0	312.0	310.0	3.0	35.0	57.0	47.0	11.3	405.8	0:14:26	6:13:00	50.88198	7.23345
375	2019-06-23 12:14:00.000		31224.0	309.0	307.0	324.0	11.0	0	0	-10.0	3.0	312.0	310.0	3.0	35.0	57.0	47.0	10.5	405.1	0:13:26	6:14:00	50.89015	7.21735
376	2019-06-23 12:15:00.000		31261.0	309.0	307.0	323.0	11.0	0	0	-10.0	3.0	311.0	310.0	3.0	35.0	57.0	47.0	9.8	404.3	0:12:26	6:15:00	50.89833	7.20124
377	2019-06-23 12:16:00.000		31298.0	309.0	307.0	322.0	11.0	0	0	-10.0	2.0	311.0	309.0	2.0	35.0	57.0	47.0	9.0	403.5	0:11:26	6:16:00	50.9065	7.18512
378	2019-06-23 12:17:00.000		31335.0	309.0	307.0	321.0	11.0	0	0	-10.0	2.0	311.0	309.0	2.0	35.0	57.0	47.0	8.2	402.7	0:10:26	6:17:00	50.91468	7.16898
379	2019-06-23 12:18:00.000		31371.0	309.0	307.0	320.0	11.0	0	0	-10.0	2.0	311.0	309.0	2.0	35.0	57.0	47.0	7.4	401.9	0:09:26	6:18:00	50.92286	7.15284
380	2019-06-23 12:19:00.000		31408.0	309.0	307.0	319.0	11.0	0	0	-10.0	2.0	311.0	309.0	2.0	35.0	58.0	47.0	6.6	401.1	0:08:26	6:19:00	50.93103	7.13669
381	2019-06-23 12:20:00.000		31444.0	309.0	307.0	318.0	11.0	0	0	-10.0	2.0	310.0	309.0	2.0	35.0	58.0	47.0	5.8	400.4	0:07:26	6:20:00	50.93921	7.12052
382	2019-06-23 12:21:00.000		31480.0	309.0	307.0	317.0	11.0	0	0	-10.0	2.0	310.0	308.0	2.0	35.0	58.0	47.0	5.1	399.6	0:06:26	6:21:00	50.94739	7.10435
383	2019-06-23 12:22:00.000		31515.0	309.0	307.0	316.0	11.0	0	0	-11.0	1.0	310.0	308.0	1.0	35.0	58.0	47.0	4.3	398.8	0:05:26	6:22:00	50.95556	7.08816
384	2019-06-23 12:23:00.000		31551.0	309.0	307.0	315.0	11.0	0	0	-11.0	1.0	310.0	308.0	1.0	35.0	58.0	47.0	3.5	398.0	0:04:26	6:23:00	50.96374	7.07197
385	2019-06-23 12:24:00.000		31586.0	309.0	307.0	314.0	11.0	0	0	-11.0	1.0	310.0	308.0	1.0	35.0	58.0	47.0	2.7	397.2	0:03:26	6:24:00	50.97192	7.05576
386	2019-06-23 12:25:00.000		31621.0	309.0	307.0	313.0	11.0	0	0	-11.0	1.0	309.0	308.0	1.0	35.0	58.0	47.0	1.9	396.4	0:02:26	6:25:00	50.98009	7.03954
387	2019-06-23 12:26:00.000		31656.0	309.0	307.0	312.0	11.0	0	0	-11.0	1.0	309.0	307.0	1.0	35.0	58.0	47.0	1.1	395.6	0:01:26	6:26:00	50.98827	7.02331
388	2019-06-23 12:27:00.000		31691.0	309.0	307.0	311.0	11.0	0	0	-11.0	0.0	309.0	307.0	0.0	35.0	58.0	47.0	0.3	394.9	0:00:26	6:27:00	50.99644	7.00707
389	2019-06-23 12:27:26.200	WP_1	31706.0	67.0	65.0	311.0	11.0	0	0	5.0	10.0	57.0	55.0	-10.0	35.0	58.0	62.0	254.0	394.5	4:16:52	6:27:26	51.00001	6.99998
390	2019-06-23 12:28:00.200		31725.0	67.0	65.0	311.0	11.0	0	0	5.0	10.0	57.0	55.0	-10.0	35.0	58.0	62.0	253.5	393.9	4:16:18	6:28:00	51.00384	7.01415
391	2019-06-23 12:29:00.200		31759.0	67.0	65.0	312.0	11.0	0	0	5.0	10.0	57.0	55.0	-10.0	35.0	58.0	62.0	252.4	392.9	4:15:18	6:29:00	51.01059	7.03915
392	2019-06-23 12:30:00.200		31793.0	67.0	65.0	313.0	11.0	0	0	5.0	10.0	57.0	55.0	-10.0	35.0	58.0	62.0	251.4	391.9	4:14:18	6:30:00	51.01733	7.06415
393	2019-06-23 12:31:00.200		31827.0	67.0	65.0	313.0	11.0	0	0	5.0	10.0	57.0	55.0	-10.0	35.0	58.0	62.0	250.4	390.9	4:13:18	6:31:00	51.02406	7.08915
394	2019-06-23 12:32:00.200		31861.0	67.0	65.0	314.0	12.0	0	0	5.0	11.0	56.0	54.0	-11.0	35.0	58.0	62.0	249.4	389.8	4:12:18	6:32:00	51.03078	7.11414
395	2019-06-23 12:33:00.200		31894.0	67.0	65.0	314.0	12.0	0	0	5.0	11.0	56.0	54.0	-11.0	35.0	58.0	62.0	248.3	388.8	4:11:18	6:33:00	51.0375	7.13912
396	2019-06-23 12:34:00.200		31928.0	67.0	65.0	315.0	12.0	0	0	4.0	11.0	56.0	54.0	-11.0	35.0	58.0	62.0	247.3	387.8	4:10:18	6:34:00	51.04421	7.16411
397	2019-06-23 12:35:00.200		31961.0	67.0	65.0	315.0	12.0	0	0	4.0	11.0	56.0	54.0	-11.0	35.0	58.0	61.0	246.3	386.8	4:09:18	6:35:00	51.05091	7.18908
398	2019-06-23 12:36:00.200		31994.0	67.0	65.0	316.0	12.0	0	0	4.0	11.0	56.0	54.0	-11.0	35.0	58.0	61.0	245.3	385.7	4:08:18	6:36:00	51.0576	7.21406
399	2019-06-23 12:37:00.200		32026.0	67.0	65.0	316.0	12.0	0	0	4.0	12.0	55.0	53.0	-12.0	35.0	58.0	61.0	244.2	384.7	4:07:18	6:37:00	51.06428	7.23903
400	2019-06-23 12:38:00.200		32059.0	67.0	65.0	317.0	13.0	0	0	4.0	12.0	55.0	53.0	-12.0	35.0	58.0	61.0	243.2	383.7	4:06:18	6:38:00	51.07095	7.264
401	2019-06-23 12:39:00.200		32091.0	67.0	65.0	317.0	13.0	0	0	4.0	12.0	55.0	53.0	-12.0	35.0	58.0	61.0	242.2	382.7	4:05:18	6:39:00	51.07762	7.28897
402	2019-06-23 12:40:00.200		32123.0	67.0	65.0	317.0	13.0	0	0	4.0	12.0	55.0	53.0	-12.0	35.0	58.0	61.0	241.2	381.6	4:04:18	6:40:00	51.08428	7.31394
403	2019-06-23 12:41:00.200		32155.0	67.0	65.0	318.0	13.0	0	0	4.0	12.0	55.0	53.0	-12.0	35.0	58.0	61.0	240.2	380.6	4:03:18	6:41:00	51.09093	7.33891
404	2019-06-23 12:42:00.200		32187.0	67.0	65.0	318.0	13.0	0	0	4.0	13.0	54.0	53.0	-13.0	35.0	58.0	61.0	239.1	379.6	4:02:18	6:42:00	51.09758	7.36389
405	2019-06-23 12:43:00.200		32218.0	67.0	65.0	318.0	14.0	0	0	4.0	13.0	54.0	52.0	-13.0	35.0	58.0	61.0	238.1	378.6	4:01:18	6:43:00	51.10422	7.38886
406	2019-06-23 12:44:00.200		32250.0	67.0	65.0	318.0	14.0	0	0	4.0	13.0	54.0	52.0	-13.0	35.0	58.0	61.0	237.1	377.6	4:00:18	6:44:00	51.11085	7.41384
407	2019-06-23 12:45:00.200		32281.0	67.0	65.0	319.0	14.0	0	0	4.0	13.0	54.0	52.0	-13.0	35.0	58.0	61.0	236.1	376.5	3:59:18	6:45:00	51.11748	7.43883
408	2019-06-23 12:46:00.200		32312.0	67.0	65.0	319.0	14.0	0	0	4.0	14.0	54.0	52.0	-13.0	35.0	58.0	61.0	235.0	375.5	3:58:18	6:46:00	51.1241	7.46382
409	2019-06-23 12:47:00.200		32343.0	67.0	65.0	319.0	14.0	0	0	4.0	14.0	54.0	52.0	-14.0	35.0	58.0	61.0	234.0	374.5	3:57:18	6:47:00	51.13072	7.48881
410	2019-06-23 12:48:00.200		32373.0	67.0	65.0	319.0	15.0	0	0	4.0	14.0	53.0	51.0	-14.0	35.0	59.0	61.0	233.0	373.5	3:56:18	6:48:00	51.13733	7.5138
411	2019-06-23 12:49:00.200		32404.0	67.0	65.0	320.0	15.0	0	0	4.0	14.0	53.0	51.0	-14.0	35.0	59.0	61.0	232.0	372.5	3:55:18	6:49:00	51.14393	7.53881
412	2019-06-23 12:50:00.200		32434.0	67.0	65.0	320.0	15.0	0	0	5.0	14.0	53.0	51.0	-14.0	35.0	59.0	61.0	231.0	371.4	3:54:18	6:50:00	51.15053	7.56382
413	2019-06-23 12:51:00.200		32464.0	67.0	65.0	320.0	15.0	0	0	5.0	15.0	53.0	51.0	-14.0	35.0	59.0	61.0	229.9	370.4	3:53:18	6:51:00	51.15712	7.58883
414	2019-06-23 12:52:00.200		32494.0	67.0	65.0	320.0	15.0	0	0	5.0	15.0	53.0	51.0	-15.0	35.0	59.0	61.0	228.9	369.4	3:52:18	6:52:00	51.16371	7.61386
415	2019-06-23 12:53:00.200		32524.0	67.0	65.0	320.0	16.0	0	0	5.0	15.0	52.0	50.0	-15.0	35.0	59.0	61.0	227.9	368.4	3:51:18	6:53:00	51.17029	7.63889
416	2019-06-23 12:54:00.200		32553.0	67.0	65.0	320.0	16.0	0	0	5.0	15.0	52.0	50.0	-15.0	35.0	59.0	61.0	226.9	367.3	3:50:18	6:54:00	51.17686	7.66392
417	2019-06-23 12:55:00.200		32583.0	67.0	65.0	321.0	16.0	0	0	5.0	15.0	52.0	50.0	-15.0	35.0	59.0	61.0	225.9	366.3	3:49:18	6:55:00	51.18344	7.68896
418	2019-06-23 12:56:00.200		32612.0	67.0	65.0	321.0	16.0	0	0	5.0	16.0	52.0	50.0	-15.0	35.0	59.0	61.0	224.8	365.3	3:48:18	6:56:00	51.19	7.71401
419	2019-06-23 12:57:00.200		32641.0	67.0	65.0	321.0	16.0	0	0	5.0	16.0	52.0	50.0	-16.0	35.0	59.0	61.0	223.8	364.3	3:47:18	6:57:00	51.19656	7.73907
420	2019-06-23 12:58:00.200		32670.0	67.0	65.0	321.0	17.0	0	0	5.0	16.0	52.0	49.0	-16.0	35.0	59.0	61.0	222.8	363.3	3:46:18	6:58:00	51.20311	7.76413
421	2019-06-23 12:59:00.200		32699.0	67.0	65.0	321.0	17.0	0	0	5.0	16.0	51.0	49.0	-16.0	35.0	59.0	61.0	221.8	362.2	3:45:18	6:59:00	51.20966	7.7892
422	2019-06-23 13:00:00.200		32727.0	67.0	65.0	321.0	17.0	0	0	5.0	16.0	51.0	49.0	-16.0	35.0	59.0	61.0	220.8	361.2	3:44:18	7:00:00	51.2162	7.81427
423	2019-06-23 13:01:00.200		32756.0	67.0	65.0	322.0	17.0	0	0	5.0	17.0	51.0	49.0	-16.0	35.0	59.0	61.0	219.7	360.2	3:43:18	7:01:00	51.22274	7.83934
424	2019-06-23 13:02:00.200		32784.0	67.0	65.0	322.0	17.0	0	0	5.0	17.0	51.0	49.0	-17.0	35.0	59.0	61.0	218.7	359.2	3:42:18	7:02:00	51.22927	7.86442
425	2019-06-23 13:03:00.200		32812.0	67.0	65.0	322.0	18.0	0	0	5.0	17.0	51.0	49.0	-17.0	35.0	59.0	61.0	217.7	358.2	3:41:18	7:03:00	51.23579	7.8895
426	2019-06-23 13:04:00.200		32840.0	67.0	65.0	322.0	18.0	0	0	5.0	17.0	51.0	48.0	-17.0	35.0	59.0	61.0	216.7	357.1	3:40:18	7:04:00	51.24231	7.91458
427	2019-06-23 13:05:00.200		32868.0	68.0	65.0	322.0	18.0	0	0	5.0	17.0	50.0	48.0	-17.0	35.0	59.0	61.0	215.7	356.1	3:39:18	7:05:00	51.24881	7.93966
428	2019-06-23 13:06:00.200		32895.0	68.0	65.0	322.0	18.0	0	0	5.0	18.0	50.0	48.0	-17.0	35.0	59.0	61.0	214.6	355.1	3:38:18	7:06:00	51.25532	7.96475
429	2019-06-23 13:07:00.200		32923.0	68.0	65.0	322.0	18.0	0	0	5.0	18.0	50.0	48.0	-18.0	35.0	59.0	61.0	213.6	354.1	3:37:18	7:07:00	51.26181	7.98983
430	2019-06-23 13:08:00.200		32950.0	68.0	65.0	323.0	19.0	0	0	5.0	18.0	50.0	48.0	-18.0	35.0	59.0	61.0	212.6	353.1	3:36:18	7:08:00	51.2683	8.01491
431	2019-06-23 13:09:00.200		32977.0	68.0	65.0	323.0	19.0	0	0	5.0	18.0	50.0	47.0	-18.0	35.0	59.0	61.0	211.6	352.0	3:35:18	7:09:00	51.27477	8.03998
432	2019-06-23 13:10:00.200		33004.0	68.0	65.0	323.0	19.0	0	0	5.0	18.0	49.0	47.0	-18.0	35.0	59.0	61.0	210.6	351.0	3:34:18	7:10:00	51.28124	8.06504
433	2019-06-23 13:11:00.200		33031.0	68.0	65.0	323.0	19.0	0	0	5.0	19.0	49.0	47.0	-18.0	35.0	59.0	61.0	209.5	350.0	3:33:18	7:11:00	51.2877	8.09008
434	2019-06-23 13:12:00.200		33057.0	68.0	65.0	323.0	19.0	0	0	5.0	19.0	49.0	47.0	-19.0	35.0	59.0	61.0	208.5	349.0	3:32:18	7:12:00	51.29414	8.11511
435	2019-06-23 13:13:00.200		33084.0	68.0	65.0	324.0	20.0	0	0	5.0	19.0	49.0	47.0	-19.0	35.0	59.0	61.0	207.5	348.0	3:31:18	7:13:00	51.30058	8.14013
436	2019-06-23 13:14:00.200		33110.0	68.0	65.0	324.0	20.0	0	0	5.0	19.0	49.0	46.0	-19.0	35.0	59.0	61.0	206.5	347.0	3:30:18	7:14:00	51.307	8.16513
437	2019-06-23 13:15:00.200		33136.0	68.0	65.0	324.0	20.0	0	0	5.0	20.0	49.0	46.0	-19.0	35.0	59.0	61.0	205.5	346.0	3:29:18	7:15:00	51.31341	8.19012
438	2019-06-23 13:16:00.200		33162.0	68.0	66.0	324.0	20.0	0	0	5.0	20.0	48.0	46.0	-19.0	35.0	59.0	61.0	204.5	344.9	3:28:18	7:16:00	51.31981	8.21509
439	2019-06-23 13:17:00.200		33188.0	68.0	66.0	324.0	20.0	0	0	5.0	20.0	48.0	46.0	-20.0	35.0	59.0	61.0	203.5	343.9	3:27:18	7:17:00	51.3262	8.24004
440	2019-06-23 13:18:00.200		33214.0	68.0	66.0	325.0	21.0	0	0	5.0	20.0	48.0	46.0	-20.0	35.0	59.0	61.0	202.5	342.9	3:26:18	7:18:00	51.33258	8.26498
441	2019-06-23 13:19:00.200		33240.0	68.0	66.0	325.0	21.0	0	0	5.0	20.0	48.0	46.0	-20.0	35.0	59.0	61.0	201.4	341.9	3:25:18	7:19:00	51.33895	8.2899
442	2019-06-23 13:20:00.200		33265.0	68.0	66.0	325.0	21.0	0	0	5.0	21.0	48.0	45.0	-20.0	35.0	59.0	61.0	200.4	340.9	3:24:18	7:20:00	51.3453	8.31481
443	2019-06-23 13:21:00.200		33290.0	68.0	66.0	325.0	21.0	0	0	5.0	21.0	47.0	45.0	-20.0	35.0	60.0	60.0	199.4	339.9	3:23:18	7:21:00	51.35165	8.3397
444	2019-06-23 13:22:00.200		33315.0	68.0	66.0	325.0	21.0	0	0	5.0	21.0	47.0	45.0	-21.0	35.0	60.0	60.0	198.4	338.9	3:22:18	7:22:00	51.35799	8.36458
445	2019-06-23 13:23:00.200		33340.0	68.0	66.0	325.0	22.0	0	0	5.0	21.0	47.0	45.0	-21.0	35.0	60.0	60.0	197.4	337.9	3:21:18	7:23:00	51.36431	8.38946
446	2019-06-23 13:24:00.200		33365.0	68.0	66.0	325.0	22.0	0	0	5.0	21.0	47.0	45.0	-21.0	35.0	60.0	60.0	196.4	336.9	3:20:18	7:24:00	51.37063	8.41432
447	2019-06-23 13:25:00.200		33390.0	68.0	66.0	326.0	22.0	0	0	5.0	22.0	47.0	44.0	-21.0	35.0	60.0	60.0	195.4	335.9	3:19:18	7:25:00	51.37693	8.43917
448	2019-06-23 13:26:00.200		33414.0	68.0	66.0	326.0	22.0	0	0	5.0	22.0	47.0	44.0	-21.0	35.0	60.0	60.0	194.4	334.9	3:18:18	7:26:00	51.38323	8.464
449	2019-06-23 13:27:00.200		33439.0	68.0	66.0	326.0	22.0	0	0	5.0	22.0	46.0	44.0	-22.0	35.0	60.0	60.0	193.4	333.9	3:17:18	7:27:00	51.38952	8.48883
450	2019-06-23 13:28:00.200		33463.0	68.0	66.0	326.0	23.0	0	0	5.0	22.0	46.0	44.0	-22.0	35.0	60.0	60.0	192.4	332.9	3:16:18	7:28:00	51.39579	8.51364
451	2019-06-23 13:29:00.200		33487.0	68.0	66.0	326.0	23.0	0	0	5.0	22.0	46.0	44.0	-22.0	35.0	60.0	60.0	191.4	331.9	3:15:18	7:29:00	51.40206	8.53844
452	2019-06-23 13:30:00.200		33511.0	68.0	66.0	326.0	23.0	0	0	5.0	23.0	46.0	44.0	-22.0	35.0	60.0	60.0	190.4	330.9	3:14:18	7:30:00	51.40832	8.56324
453	2019-06-23 13:31:00.200		33535.0	68.0	66.0	326.0	23.0	0	0	5.0	23.0	46.0	43.0	-22.0	35.0	60.0	60.0	189.4	329.9	3:13:18	7:31:00	51.41457	8.58802
454	2019-06-23 13:32:00.200		33559.0	68.0	66.0	326.0	23.0	0	0	5.0	23.0	46.0	43.0	-23.0	35.0	60.0	60.0	188.4	328.9	3:12:18	7:32:00	51.4208	8.6128
455	2019-06-23 13:33:00.200		33582.0	68.0	66.0	326.0	24.0	0	0	5.0	23.0	45.0	43.0	-23.0	35.0	60.0	60.0	187.4	327.9	3:11:18	7:33:00	51.42703	8.63756
456	2019-06-23 13:34:00.200		33606.0	68.0	66.0	326.0	24.0	0	0	5.0	23.0	45.0	43.0	-23.0	35.0	60.0	60.0	186.4	326.9	3:10:18	7:34:00	51.43325	8.66232
457	2019-06-23 13:35:00.200		33629.0	68.0	66.0	327.0	24.0	0	0	5.0	23.0	45.0	43.0	-23.0	35.0	60.0	60.0	185.4	325.9	3:09:18	7:35:00	51.43946	8.68706
458	2019-06-23 13:36:00.200		33652.0	68.0	66.0	327.0	24.0	0	0	5.0	24.0	45.0	42.0	-23.0	35.0	60.0	60.0	184.4	324.9	3:08:18	7:36:00	51.44567	8.7118
459	2019-06-23 13:37:00.200		33675.0	68.0	66.0	327.0	24.0	0	0	5.0	24.0	45.0	42.0	-23.0	35.0	60.0	60.0	183.4	323.9	3:07:18	7:37:00	51.45186	8.73652
460	2019-06-23 13:38:00.200		33698.0	68.0	66.0	327.0	25.0	0	0	5.0	24.0	44.0	42.0	-24.0	35.0	60.0	60.0	182.4	322.9	3:06:18	7:38:00	51.45804	8.76123
